date,open,high,low,close,volume
2025-09-23,3600,3600,3600,3600,29624900
2025-09-24,4500,4500,3590,3640,736489728
2025-09-25,3550,3550,3100,3300,444063488
2025-09-26,3360,3480,3260,3360,83884800
2025-09-29,3350,3720,3340,3640,140413600
2025-09-30,3660,3760,3560,3640,69088000
2025-10-01,3680,4080,3640,4000,155114096
2025-10-02,4010,4950,4010,4660,370782400
2025-10-03,4660,4780,4380,4540,76610496
2025-10-06,4690,4690,4300,4390,59721300
